time,open,high,low,close,time
2021-11-18 09:06:00,1.702915,1.702915,1.702685,1.702685,2021-11-18 09:06:00
2021-11-18 09:24:00,1.702,1.702315,1.701925,1.701925,2021-11-18 09:24:00
2021-11-18 09:27:00,1.70207,1.702085,1.7019600000000001,1.702085,2021-11-18 09:27:00
2021-11-18 09:45:00,1.70199,1.70222,1.701835,1.7021199999999999,2021-11-18 09:45:00
2021-11-18 09:48:00,1.7021199999999999,1.70297,1.702075,1.702415,2021-11-18 09:48:00
2021-11-18 09:51:00,1.70243,1.702735,1.7023000000000001,1.702635,2021-11-18 09:51:00
2021-11-18 09:54:00,1.7027100000000002,1.702775,1.702415,1.702645,2021-11-18 09:54:00
2021-11-18 09:57:00,1.70265,1.7027999999999999,1.70231,1.7027349999999999,2021-11-18 09:57:00
2021-11-18 10:00:00,1.7027100000000002,1.703015,1.702515,1.702515,2021-11-18 10:00:00
2021-11-18 10:03:00,1.702615,1.702685,1.702015,1.7024,2021-11-18 10:03:00
2021-11-18 10:06:00,1.70243,1.702805,1.7022599999999999,1.70241,2021-11-18 10:06:00
2021-11-18 10:09:00,1.702425,1.702615,1.70232,1.702355,2021-11-18 10:09:00
2021-11-18 10:12:00,1.70234,1.702575,1.702275,1.7023700000000002,2021-11-18 10:12:00
2021-11-18 10:15:00,1.7024650000000001,1.70268,1.70234,1.702415,2021-11-18 10:15:00
2021-11-18 10:18:00,1.7024249999999999,1.70262,1.702105,1.7026,2021-11-18 10:18:00
2021-11-18 10:21:00,1.7026,1.70261,1.702285,1.7024650000000001,2021-11-18 10:21:00
2021-11-18 11:21:00,1.7006199999999998,1.700745,1.7006199999999998,1.70072,2021-11-18 11:21:00
2021-11-18 11:24:00,1.7007050000000001,1.7007400000000001,1.7004899999999998,1.700585,2021-11-18 11:24:00
2021-11-18 11:27:00,1.700525,1.70077,1.699945,1.70018,2021-11-18 11:27:00
2021-11-18 11:30:00,1.7002000000000002,1.70076,1.70011,1.700615,2021-11-18 11:30:00
2021-11-18 11:33:00,1.7006050000000001,1.7008899999999998,1.700505,1.7008,2021-11-18 11:33:00
2021-11-18 11:36:00,1.7008100000000002,1.70086,1.7004299999999999,1.700815,2021-11-18 11:36:00
2021-11-18 11:39:00,1.70082,1.70085,1.700485,1.7006000000000001,2021-11-18 11:39:00
2021-11-18 11:42:00,1.7006000000000001,1.70078,1.700595,1.7006299999999999,2021-11-18 11:42:00
2021-11-18 11:45:00,1.700525,1.70055,1.7000799999999998,1.7002549999999998,2021-11-18 11:45:00
2021-11-18 11:48:00,1.70028,1.7003599999999999,1.699895,1.700235,2021-11-18 11:48:00
2021-11-18 11:51:00,1.700235,1.700345,1.69997,1.700345,2021-11-18 11:51:00
2021-11-18 11:54:00,1.700345,1.7004100000000002,1.700065,1.7001,2021-11-18 11:54:00
2021-11-18 11:57:00,1.700115,1.700115,1.699715,1.69977,2021-11-18 11:57:00
2021-11-18 12:00:00,1.6998199999999999,1.700115,1.6997499999999999,1.7001050000000002,2021-11-18 12:00:00
2021-11-18 12:03:00,1.7001050000000002,1.700295,1.6997900000000001,1.69983,2021-11-18 12:03:00
2021-11-18 12:06:00,1.699795,1.7000250000000001,1.699745,1.69993,2021-11-18 12:06:00
2021-11-18 12:09:00,1.699905,1.70005,1.69971,1.6998199999999999,2021-11-18 12:09:00
2021-11-18 12:12:00,1.699895,1.7002950000000001,1.6998550000000001,1.7002950000000001,2021-11-18 12:12:00
2021-11-18 12:15:00,1.7002899999999999,1.700335,1.70017,1.70017,2021-11-18 12:15:00
2021-11-18 12:18:00,1.700165,1.70038,1.70007,1.70038,2021-11-18 12:18:00
2021-11-18 12:21:00,1.70046,1.7004899999999998,1.70014,1.70041,2021-11-18 12:21:00
2021-11-18 12:24:00,1.700315,1.700335,1.6999900000000001,1.6999900000000001,2021-11-18 12:24:00
2021-11-18 12:27:00,1.700075,1.70017,1.699925,1.70017,2021-11-18 12:27:00
2021-11-18 12:30:00,1.700175,1.700175,1.699535,1.6998199999999999,2021-11-18 12:30:00
2021-11-18 12:33:00,1.69983,1.69983,1.699735,1.699735,2021-11-18 12:33:00
2021-11-18 14:45:00,1.7004100000000002,1.70051,1.700275,1.700505,2021-11-18 14:45:00
2021-11-18 14:48:00,1.70058,1.70068,1.700315,1.7006050000000001,2021-11-18 14:48:00
2021-11-18 14:51:00,1.700635,1.70079,1.7004,1.70046,2021-11-18 14:51:00
2021-11-18 14:54:00,1.700165,1.7005599999999998,1.700095,1.700095,2021-11-18 14:54:00
2021-11-18 14:57:00,1.70012,1.70012,1.699875,1.699965,2021-11-18 14:57:00
2021-11-18 15:06:00,1.699395,1.699515,1.6991049999999999,1.699175,2021-11-18 15:06:00
2021-11-18 15:09:00,1.69916,1.69916,1.698765,1.69881,2021-11-18 15:09:00
2021-11-18 15:12:00,1.69902,1.69918,1.69883,1.69895,2021-11-18 15:12:00
2021-11-18 15:15:00,1.69895,1.69957,1.698855,1.69957,2021-11-18 15:15:00
2021-11-18 15:18:00,1.69946,1.699765,1.69946,1.699705,2021-11-18 15:18:00
2021-11-18 15:21:00,1.6997,1.700175,1.699695,1.70012,2021-11-18 15:21:00
2021-11-18 15:24:00,1.700175,1.7005400000000002,1.700175,1.700475,2021-11-18 15:24:00
2021-11-18 15:27:00,1.7004800000000002,1.700765,1.7001249999999999,1.70073,2021-11-18 15:27:00
2021-11-18 15:30:00,1.70071,1.701125,1.700465,1.700965,2021-11-18 15:30:00
2021-11-18 15:33:00,1.7007349999999999,1.70082,1.700145,1.700555,2021-11-18 15:33:00
2021-11-18 15:36:00,1.700405,1.700825,1.7001249999999999,1.700825,2021-11-18 15:36:00
2021-11-18 15:39:00,1.7007649999999999,1.700885,1.700355,1.70084,2021-11-18 15:39:00
2021-11-18 15:42:00,1.701635,1.701635,1.701485,1.701485,2021-11-18 15:42:00
2021-11-18 15:45:00,1.701325,1.7016,1.70118,1.7013449999999999,2021-11-18 15:45:00
2021-11-18 15:48:00,1.7011049999999999,1.7017849999999999,1.701095,1.7015799999999999,2021-11-18 15:48:00
2021-11-18 15:51:00,1.701545,1.7015600000000002,1.701125,1.7015449999999999,2021-11-18 15:51:00
2021-11-18 15:54:00,1.70154,1.70174,1.701305,1.701655,2021-11-18 15:54:00
2021-11-18 15:57:00,1.7016149999999999,1.701835,1.7015149999999999,1.7015149999999999,2021-11-18 15:57:00
2021-11-18 16:00:00,1.701405,1.70154,1.700685,1.700715,2021-11-18 16:00:00
2021-11-18 16:03:00,1.70061,1.7010299999999998,1.700515,1.7010299999999998,2021-11-18 16:03:00
2021-11-18 16:06:00,1.7010049999999999,1.70175,1.700825,1.70175,2021-11-18 16:06:00
2021-11-18 16:09:00,1.701825,1.702905,1.70172,1.702905,2021-11-18 16:09:00
2021-11-18 16:12:00,1.702655,1.703685,1.702655,1.7035300000000002,2021-11-18 16:12:00
2021-11-18 16:15:00,1.70355,1.703655,1.703185,1.70336,2021-11-18 16:15:00
2021-11-18 16:18:00,1.703475,1.703735,1.7034500000000001,1.7036600000000002,2021-11-18 16:18:00
2021-11-18 16:21:00,1.70356,1.7046100000000002,1.703555,1.70457,2021-11-18 16:21:00
2021-11-18 16:24:00,1.704265,1.7043599999999999,1.703705,1.704065,2021-11-18 16:24:00
2021-11-18 16:27:00,1.704085,1.704085,1.70362,1.70393,2021-11-18 16:27:00
2021-11-18 16:30:00,1.70416,1.704605,1.7040199999999999,1.7044350000000001,2021-11-18 16:30:00
2021-11-18 16:33:00,1.7044800000000002,1.704665,1.704445,1.704445,2021-11-18 16:33:00
2021-11-18 16:36:00,1.704345,1.704845,1.7043,1.7045649999999999,2021-11-18 16:36:00
2021-11-18 16:39:00,1.70412,1.70412,1.70377,1.70385,2021-11-18 16:39:00
2021-11-18 16:42:00,1.70384,1.70397,1.703625,1.703725,2021-11-18 16:42:00
2021-11-18 16:45:00,1.703725,1.7038,1.70343,1.70343,2021-11-18 16:45:00
2021-11-18 16:48:00,1.7034,1.70347,1.7031,1.7031,2021-11-18 16:48:00
2021-11-18 21:36:00,1.7016749999999998,1.7016749999999998,1.7015149999999999,1.7015149999999999,2021-11-18 21:36:00
2021-11-18 21:39:00,1.701655,1.70193,1.701595,1.7018,2021-11-18 21:39:00
2021-11-18 21:42:00,1.701535,1.701535,1.701245,1.701245,2021-11-18 21:42:00
2021-11-18 21:45:00,1.701245,1.701275,1.701225,1.70125,2021-11-18 21:45:00
2021-11-18 21:48:00,1.701165,1.701495,1.7011599999999998,1.701285,2021-11-18 21:48:00
2021-11-18 21:51:00,1.701285,1.7014850000000001,1.701215,1.701475,2021-11-18 21:51:00
2021-11-18 21:54:00,1.701455,1.70153,1.700915,1.700985,2021-11-18 21:54:00
2021-11-18 21:57:00,1.7010900000000002,1.701105,1.7008100000000002,1.70087,2021-11-18 21:57:00
2021-11-18 22:00:00,1.70121,1.70121,1.700965,1.700965,2021-11-18 22:00:00
2021-11-19 06:39:00,1.69895,1.699015,1.69892,1.69894,2021-11-19 06:39:00
2021-11-19 06:42:00,1.698885,1.698985,1.698885,1.698945,2021-11-19 06:42:00
2021-11-19 06:45:00,1.698915,1.6989800000000002,1.69881,1.698865,2021-11-19 06:45:00
2021-11-19 06:48:00,1.698865,1.6988750000000001,1.6987750000000001,1.698875,2021-11-19 06:48:00
2021-11-19 06:51:00,1.698875,1.699025,1.698855,1.69902,2021-11-19 06:51:00
2021-11-19 06:54:00,1.6990049999999999,1.69903,1.698925,1.69897,2021-11-19 06:54:00
2021-11-19 06:57:00,1.698965,1.69899,1.69881,1.69881,2021-11-19 06:57:00
2021-11-19 07:00:00,1.69869,1.69872,1.698645,1.698715,2021-11-19 07:00:00
2021-11-19 07:03:00,1.69863,1.699145,1.69863,1.699075,2021-11-19 07:03:00
2021-11-19 07:06:00,1.699045,1.6991399999999999,1.699045,1.69908,2021-11-19 07:06:00
2021-11-19 07:09:00,1.6991,1.6991100000000001,1.6989,1.698945,2021-11-19 07:09:00
2021-11-19 07:12:00,1.698925,1.6990450000000001,1.69892,1.69899,2021-11-19 07:12:00
2021-11-19 07:15:00,1.698995,1.699115,1.698985,1.69904,2021-11-19 07:15:00
2021-11-19 07:18:00,1.6990699999999999,1.6991,1.698925,1.698925,2021-11-19 07:18:00
2021-11-19 07:21:00,1.698915,1.69909,1.698915,1.699015,2021-11-19 07:21:00
2021-11-19 07:24:00,1.699015,1.6991,1.698995,1.69909,2021-11-19 07:24:00
2021-11-19 07:27:00,1.699095,1.69924,1.699025,1.6992049999999999,2021-11-19 07:27:00
