time,open,high,low,close,%_change,Relat_close,Relat_high,Relat_low,Relat_open,RSI_13,relat_RSI_13,Moving_Signal,Moving_Price,Relat_Moving_Signal,Relat_Moving_Price,Scale_price,S&R,Signal_SR,signal_buy,signal_sell,Change,aadi_pct_change,Tradable
time,open,high,low,close,%_change,Relat_close,Relat_high,Relat_low,Relat_open,RSI_13,relat_RSI_13,Moving_Signal,Moving_Price,Relat_Moving_Signal,Relat_Moving_Price,Scale_price,S&R,Signal_SR,signal_buy,signal_sell,Change,aadi_pct_change,Tradable
2021-11-22 12:42:00,82.899,82.899,82.891,82.891,0.000917708144660967,0.000917708144660967,0.0009659619169510858,0.000917708144660967,0.000978048250378949,48.81009228641402,48.81009228641899,52.135432651576565,52.643156625196916,0.0009605747751021187,0.0006277848215908011,8.289100000000001,0.28910000000000124,1,False,False,-0.0001688679814244587,0,0
2021-11-22 12:43:00,82.897,82.897,82.8935,82.8935,0.0009478959125772679,0.0009478959125772679,0.0009418128690272809,0.0009478959125772679,0.0009538989108635043,49.97068232930612,49.970682329306555,49.39038730786008,53.3781215789319,0.0009660085733270929,0.0006372637807165737,8.28935,0.28935000000000066,1,False,False,3.016008975631479e-05,0,0
2021-11-22 12:44:00,82.892,82.892,82.885,82.885,0.0008452575016615338,0.0008452575016615338,0.0008814402492176576,0.0008452575016615338,0.0008935255620745597,46.11928698263503,46.119286982640574,48.04498465597058,53.23908642408877,0.0009654048179687846,0.0006451729759106916,8.2885,0.28850000000000087,1,False,False,-0.00010254121251962456,0,0
2021-11-22 12:45:00,82.8885,82.896,82.886,82.896,0.000978083680494013,0.000978083680494013,0.0009297383450652674,0.000857332608827921,0.0008512642179223651,51.37354392284862,51.37354392286059,48.74641545274183,52.655074600347284,0.0009702348608354505,0.0006539878041423052,8.2896,0.2896000000000001,1,False,False,0.00013271400132719435,0,0
2021-11-22 12:46:00,82.8945,82.902,82.8945,82.9,0.0010263841091604498,0.0010263841091604498,0.0010021854888366821,0.0009599710197438771,0.000923712236468921,53.17245132456961,53.172451324583534,52.27299762370912,52.05350045843761,0.0009961963412436381,0.0006638290164830785,8.290000000000001,0.2900000000000009,1,False,False,4.825323296664408e-05,0,0
2021-11-22 12:47:00,82.90950000000001,82.9125,82.90950000000001,82.9125,0.0011773229487423986,0.0011773229487423986,0.0011289679904364913,0.001141097627242793,0.0011048322828357549,58.38444636986042,58.38444636986841,55.77844884721502,51.89875374748185,0.0010318179073850685,0.0006760248747213315,8.29125,0.2912499999999998,1,False,False,0.0001507840772012603,0,0
2021-11-22 12:48:00,82.9195,82.9285,82.918,82.9285,0.0013705246634077017,0.0013705246634077017,0.0013221603738267085,0.0012437360381587492,0.001225578980413422,63.94857411736023,63.94857411736727,61.16651024361033,53.111296761856295,0.0010638169413765386,0.0006902131256420696,8.29285,0.2928499999999996,1,False,False,0.00019297452133271165,0,0
2021-11-22 12:49:00,82.918,82.923,82.916,82.916,0.0012195858238255308,0.0012195858238255308,0.0012557504920363005,0.0012195858238255308,0.001207466975776894,57.44777474187981,57.44777474188914,60.698174429620025,54.34525139835141,0.001074684537826509,0.0006992090804811801,8.291599999999999,0.29159999999999897,1,False,False,-0.0001507322573059966,0,0
2021-11-22 12:50:00,82.914,82.9145,82.9065,82.913,0.0011833605023257032,0.0011833605023257032,0.0011531170383602962,0.0011048723057429655,0.0011591682967457828,55.96848648833775,55.968486488343,56.708130615108786,55.20208056392736,0.0010752882931848618,0.0007098351747877785,8.2913,0.29129999999999967,1,False,False,-3.618119542669884e-05,0,0
2021-11-22 12:51:00,82.9265,82.9265,82.8675,82.8675,0.0006339431262465389,0.0006339431262465389,0.0012980113259031256,0.000633943126246761,0.0013101016687180334,39.32886994382657,39.32886994382986,47.64867821608217,54.232020986954716,0.0010300066413102104,0.0007136388335452626,8.286750000000001,0.2867500000000014,1,False,False,-0.0005487679857199002,0,0
2021-11-22 12:52:00,82.87950000000001,82.87950000000001,82.83449999999999,82.83449999999999,0.0002354645897493235,0.0002354645897493235,0.0007305086996942656,0.00023546458974954554,0.0007425921901023091,31.881496951710375,31.88149695171346,35.60518344776848,51.44744284822069,0.0009617822858190462,0.0007152085974769284,8.283449999999998,0.2834499999999984,1,False,False,-0.00039822608380868374,0,0
2021-11-22 12:53:00,82.8435,82.8435,82.786,82.786,-0.00035017810782944636,-0.00035017810782944636,0.00029582583706622145,-0.0003501781078292243,0.0003079040788220855,24.49603929292107,24.496039292924493,28.18876812231573,47.35081255798518,0.0008319748837783747,0.0007104389301461444,8.2786,0.27860000000000085,1,False,False,-0.0005855048319237666,0,0
2021-11-22 12:54:00,82.79,82.79,82.776,82.78,-0.00042262875082899054,-0.00042262875082899054,-0.00035016119489506004,-0.0004709291794950943,-0.00033809075321922233,23.758427225246493,23.758427225249008,24.127233259083788,42.4042383944689,0.0007051862585293223,0.0007039183722762077,8.278,0.27800000000000047,1,False,False,-7.247602251592156e-05,0,0
2021-11-22 12:55:00,82.8095,82.8155,82.793,82.793,-0.000265652357663404,-0.000265652357663404,-4.226083386693613e-05,-0.000265652357663293,-0.00010263469294258254,28.79133741487945,28.791337414882378,26.27488232006298,37.381776008400216,0.0005808126547135805,0.0006976393165496042,8.279300000000001,0.279300000000001,1,False,False,0.00015704276395278605,0,0
2021-11-22 12:56:00,82.7715,82.786,82.7715,82.786,-0.00035017810782944636,-0.00035017810782944636,-0.00039845929074278086,-0.0005252671617447247,-0.0005614721437382508,27.723767382824732,27.7237673828283,28.2575523988521,33.135489242820924,0.000443156433014591,0.0006911791342155016,8.2786,0.27860000000000085,1,False,False,-8.454821059755702e-05,0,0
2021-11-22 12:57:00,82.782,82.7915,82.781,82.7915,-0.0002837650184133178,-0.0002837650184133178,-0.0003320494089523729,-0.0004105536436621593,-0.00043468811128166696,29.935138132679427,29.935138132682255,28.829452757752087,29.416439477726872,0.0002970476362990193,0.0006842359475947346,8.27915,0.27914999999999957,1,False,False,6.643635397285408e-05,0,0
2021-11-22 12:58:00,82.795,82.8055,82.795,82.8055,-0.00011471351808134411,-0.00011471351808134411,-0.00016300607348596063,-0.0002415021433301856,-0.0002777174044303887,35.386636142328854,35.38663614232995,32.66088713750415,28.853263220370057,0.00014852381815011473,0.000678138018475627,8.28055,0.28054999999999986,1,False,False,0.00016909948485044346,0,0
2021-11-22 12:59:00,82.8305,82.8335,82.816,82.816,1.2075107167941468e-05,1.2075107167941468e-05,0.0001750805974469749,1.2075107167941468e-05,0.00015093337197069623,39.22847456077777,39.22847456078281,37.30755535155332,29.902831450236828,2.7772746484355793e-05,0.0006710137052473608,8.281600000000001,0.28160000000000096,1,False,False,0.00012680317128710428,0,0
2021-11-22 13:00:00,82.81,82.8235,82.8075,82.8075,-9.056330374790367e-05,-9.056330374790367e-05,5.4335357827950403e-05,-9.056330374790367e-05,-9.65973580637769e-05,37.2843033437117,37.28430334371717,38.25638895224474,31.72972631463549,-9.96196341230049e-05,0.0006630441345174331,8.280750000000001,0.28075000000000117,1,False,False,-0.00010263717156100416,0,0
2021-11-22 13:01:00,82.808,82.817,82.808,82.8135,-1.811266074847051e-05,-1.811266074847051e-05,-2.4149047924471034e-05,-8.452575016459907e-05,-0.00012074669757922152,39.57437296374513,39.574372963749404,38.42933815372842,33.98914713442101,-0.00016482521282250583,0.0006573084586133216,8.28135,0.28134999999999977,1,False,False,7.245720496329433e-05,0,0
2021-11-22 13:02:00,82.809,82.825,82.809,82.81649999999999,1.8112660751024023e-05,1.8112660751024023e-05,7.244714377074857e-05,-7.245064299810089e-05,-0.0001086720278214992,40.74635145775161,40.7463514577537,40.160362210748374,35.69700628340275,-0.00018656040572233578,0.0006526595423541992,8.281649999999999,0.28164999999999907,1,False,False,3.622597764829649e-05,0,0
2021-11-22 13:03:00,82.822,82.83,82.81649999999999,82.825,0.00012075107166698018,0.00012075107166698018,0.0001328197635801498,1.8112660751024023e-05,4.8298679029779024e-05,44.075696727864866,44.075696727864056,42.41102409280825,38.03299618983705,-0.00013946748777269314,0.0006487351325250712,8.2825,0.28250000000000064,1,False,False,0.00010263655189501897,0,0
2021-11-22 13:04:00,82.819,82.8195,82.813,82.8195,5.4337982250851624e-05,5.4337982250851624e-05,6.0372619803406025e-06,-2.4150214331886133e-05,1.2074669756501066e-05,42.40548457555512,42.405484575554645,43.24059065171,39.814474253105004,-9.177081446470892e-05,0.0006448710982317762,8.28195,0.28195000000000014,1,False,False,-6.640507093269576e-05,0,0
2021-11-22 13:05:00,82.8215,82.8255,82.8215,82.8255,0.00012678862525028478,0.00012678862525028478,7.848440575153326e-05,7.848819658407002e-05,4.22613441510844e-05,44.87423805768931,44.87423805768805,43.63986131662222,41.16984595529936,-5.252671617334004e-05,0.000640644810723483,8.28255,0.2825500000000005,1,False,False,7.244670639150463e-05,0,0
2021-11-22 13:06:00,82.835,82.853,82.8295,82.853,0.00045885407233092756,0.00045885407233092756,0.00041053381470335104,0.00017508905391649954,0.00020526938588116828,54.54795865463827,54.547958654635856,49.7110983561638,43.35834368299371,2.8376501842697356e-05,0.0006419730725118145,8.2853,0.28529999999999944,1,False,False,0.00033202335029658414,0,0
2021-11-22 13:07:00,82.8485,82.8485,82.8435,82.8485,0.0004045160900814082,0.0004045160900814082,0.00035619845687495655,0.0003441405542488063,0.00036827742761125215,52.90224246236555,52.902242462362786,53.72510055850192,45.5894778428014,9.720461269216996e-05,0.0006418523214401572,8.28485,0.2848500000000005,1,False,False,-5.431306048053752e-05,0,0
2021-11-22 13:08:00,82.84649999999999,82.84649999999999,82.833,82.845,0.000362253214998276,0.000362253214998276,0.00033204940895115165,0.00021735192899963174,0.0003441280880955855,51.59074964961645,51.590749649611084,52.246496055991,47.30610308364016,0.00014490128600013196,0.0006405844351876743,8.2845,0.28449999999999953,1,False,False,-4.22457859828862e-05,0,0
2021-11-22 13:09:00,82.847,82.847,82.842,82.842,0.0003260278934984484,0.0003260278934984484,0.0003380866709321584,0.00032602789349867045,0.00035016542297450215,50.42984961809798,50.42984961808965,51.01029963385722,48.68945996368965,0.00017629656463318265,0.0006353317635702194,8.2842,0.28420000000000023,1,False,False,-3.621220351257559e-05,0,0
2021-11-22 13:10:00,82.84049999999999,82.84700000000001,82.83449999999999,82.8355,0.00024753969691571065,0.00024753969691571065,0.00033808667093238043,0.0002354645897493235,0.0002716800695488075,47.89990040528261,47.89990040527601,49.1648750116903,49.23577477474932,0.0002101068646995441,0.0006305017207035957,8.28355,0.28354999999999997,1,False,False,-7.846261558153156e-05,0,0
2021-11-22 13:11:00,82.8385,82.84049999999999,82.833,82.833,0.0002173519289994097,0.0002173519289994097,0.000259602265179959,0.00021735192899963174,0.00024753073003314086,46.91913998454754,46.919139984544664,47.40952019491508,49.88058269031967,0.0002336533236743321,0.0006259735555161394,8.2833,0.28330000000000055,1,False,False,-3.018029709478398e-05,0,0
2021-11-22 13:12:00,82.8305,82.8315,82.8175,82.8175,3.018776791741118e-05,3.018776791741118e-05,0.00015093154952294796,3.0187767917633224e-05,0.00015093337197091827,41.24668375401162,41.24668375400795,44.082911869279584,49.36236064693715,0.00023486083439097082,0.0006194529976461971,8.281749999999999,0.28174999999999883,1,False,False,-0.0001871234894306184,0,0
2021-11-22 13:13:00,82.8095,82.813,82.8075,82.81,-6.0375535831824756e-05,-6.0375535831824756e-05,-7.244714377208084e-05,-9.056330374801469e-05,-0.00010263469294247152,38.788492425303,38.78849242529955,40.017588089657316,47.11100832846068,0.00021674817364109034,0.0006123890599537607,8.281,0.2810000000000006,1,False,False,-9.056056992773343e-05,0,0
2021-11-22 13:14:00,82.8045,82.8045,82.802,82.802,-0.0001569763931643653,-0.0001569763931643653,-0.00017508059744808513,-0.00015697639316414325,-0.00016300804173141614,36.28931954099067,36.28931954098775,37.53890598314684,44.73773362540713,0.00019561673609956863,0.0006020044677905168,8.2802,0.28020000000000067,1,False,False,-9.660669001321232e-05,0,0
