,ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id
0,10291757,0,2021-09-03 22:30:02,1630708202928,2,0,0,0,0,0.0,0.0,0.0,0.0,20000.0,0.0,,Deposit,
1,11423411,13644221,2021-09-17 18:04:08,1631901848371,0,0,9986989,13644221,3,0.04,0.70355,-0.05,0.0,0.0,0.0,NZDUSD,Python AADI M3,
2,11423649,13644460,2021-09-17 18:06:12,1631901972916,0,0,9986989,13644460,3,0.04,0.72712,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
3,11423694,13644509,2021-09-17 18:06:37,1631901997853,1,0,9986989,13644509,3,0.04,0.89693,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
4,11423707,13644522,2021-09-17 18:06:43,1631902003028,0,0,9986989,13644522,3,0.04,0.70362,-0.05,0.0,0.0,0.0,NZDUSD,Python AADI M3,
5,11423923,13644742,2021-09-17 18:08:47,1631902127940,0,0,9986989,13644742,3,0.04,0.72712,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
6,11423968,13644788,2021-09-17 18:09:17,1631902157851,1,0,9986989,13644788,3,0.04,0.89734,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
7,11423979,13644799,2021-09-17 18:09:22,1631902162868,0,0,9986989,13644799,3,0.04,0.70371,-0.05,0.0,0.0,0.0,NZDUSD,Python AADI M3,
8,11424345,13645163,2021-09-17 18:11:28,1631902288091,0,0,9986989,13645163,3,0.04,0.72674,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
9,11424413,13645232,2021-09-17 18:11:57,1631902317091,1,0,9986989,13645232,3,0.04,0.8975,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
10,11424434,13645253,2021-09-17 18:12:03,1631902323619,0,0,9986989,13645253,3,0.04,0.70341,-0.05,0.0,0.0,0.0,NZDUSD,Python AADI M3,
11,11425149,13645982,2021-09-17 18:14:10,1631902450839,0,0,9986989,13645982,3,0.04,0.7271,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
12,11425307,13646145,2021-09-17 18:14:42,1631902482263,1,0,9986989,13646145,3,0.04,0.89758,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
13,11425328,13646164,2021-09-17 18:14:46,1631902486599,1,1,234000,13645163,3,0.02,0.72735,-0.03,0.0,1.04,0.0,AUDUSD,python Split,
14,11425330,13646166,2021-09-17 18:14:47,1631902487702,0,0,9986989,13646166,3,0.04,0.70401,-0.05,0.0,0.0,0.0,NZDUSD,Python AADI M3,
15,11425338,13646174,2021-09-17 18:14:49,1631902489545,1,1,234000,13645253,3,0.02,0.70399,-0.03,0.0,0.99,0.0,NZDUSD,python Split,
16,11425597,13646445,2021-09-17 18:15:42,1631902542839,1,1,234000,13644221,3,0.02,0.70418,-0.03,0.0,1.07,0.0,NZDUSD,python Split,
17,11425616,13646464,2021-09-17 18:15:44,1631902544703,1,1,234000,13644522,3,0.02,0.70418,-0.03,0.0,0.95,0.0,NZDUSD,python Split,
18,11425828,13646684,2021-09-17 18:16:53,1631902613892,0,0,9986989,13646684,3,0.04,0.72711,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
19,11425950,13646805,2021-09-17 18:17:21,1631902641875,1,0,9986989,13646805,3,0.04,0.89774,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
20,11426205,13647067,2021-09-17 18:20:00,1631902800067,1,0,9986989,13647067,3,0.04,0.89757,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
21,11426322,13647186,2021-09-17 18:20:18,1631902818370,1,1,234000,13644799,3,0.02,0.70428,-0.03,0.0,0.97,0.0,NZDUSD,python Split,
22,11426368,13647233,2021-09-17 18:20:33,1631902833220,1,1,234000,13644460,3,0.02,0.72775,-0.03,0.0,1.07,0.0,AUDUSD,python Split,
23,11426370,13647235,2021-09-17 18:20:33,1631902833927,1,1,234000,13644742,3,0.02,0.72775,-0.03,0.0,1.07,0.0,AUDUSD,python Split,
24,11426372,13647237,2021-09-17 18:20:34,1631902834197,1,1,234000,13645982,3,0.02,0.72775,-0.03,0.0,1.11,0.0,AUDUSD,python Split,
25,11426374,13647240,2021-09-17 18:20:34,1631902834472,1,1,234000,13646684,3,0.02,0.72775,-0.03,0.0,1.09,0.0,AUDUSD,python Split,
26,11426654,13647527,2021-09-17 18:22:37,1631902957483,1,0,9986989,13647527,3,0.04,0.89735,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
27,11427051,13647964,2021-09-17 18:25:17,1631903117792,1,0,9986989,13647964,3,0.04,0.89727,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
28,11427424,13648351,2021-09-17 18:27:54,1631903274021,1,0,9986989,13648351,3,0.04,0.89727,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
29,11427838,13648768,2021-09-17 18:30:32,1631903432738,1,0,9986989,13648768,3,0.04,0.89737,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
30,11427890,13648821,2021-09-17 18:31:01,1631903461383,1,1,9986989,13644460,4,0.02,0.72712,-0.03,0.0,0.0,0.0,AUDUSD,[sl 0.72712],
31,11427891,13648822,2021-09-17 18:31:01,1631903461401,1,1,9986989,13644742,4,0.02,0.72712,-0.03,0.0,0.0,0.0,AUDUSD,[sl 0.72712],
32,11427900,13648830,2021-09-17 18:31:03,1631903463479,1,1,9986989,13646684,4,0.02,0.72711,-0.03,0.0,0.0,0.0,AUDUSD,[sl 0.72711],
33,11427903,13648832,2021-09-17 18:31:03,1631903463884,1,1,9986989,13645982,4,0.02,0.72709,-0.03,0.0,-0.02,0.0,AUDUSD,[sl 0.72710],
34,11428127,13649056,2021-09-17 18:31:21,1631903481411,1,1,9986989,13644799,4,0.02,0.70371,-0.03,0.0,0.0,0.0,NZDUSD,[sl 0.70371],
35,11429131,13650099,2021-09-17 18:37:59,1631903879753,0,1,234000,13646805,3,0.02,0.89697,-0.03,0.0,1.03,0.0,NZDCAD,python Split,
36,11429287,13650260,2021-09-17 18:39:44,1631903984267,0,1,234000,13646145,3,0.02,0.89683,-0.03,0.0,1.0,0.0,NZDCAD,python Split,
37,11429290,13650263,2021-09-17 18:39:45,1631903985401,0,1,234000,13647067,3,0.02,0.89685,-0.03,0.0,0.96,0.0,NZDCAD,python Split,
38,11430222,13651225,2021-09-17 18:49:16,1631904556015,0,1,9986989,13647067,4,0.02,0.89757,-0.03,0.0,0.0,0.0,NZDCAD,[sl 0.89757],
39,11430228,13651231,2021-09-17 18:49:22,1631904562820,0,1,9986989,13646145,4,0.02,0.89759,-0.03,0.0,-0.01,0.0,NZDCAD,[sl 0.89758],
40,11431814,13652858,2021-09-17 19:02:36,1631905356766,1,0,9986989,13652858,3,0.16,0.89692,-0.2,0.0,0.0,0.0,NZDCAD,Python AADI M15,
41,11432332,13653457,2021-09-17 19:10:51,1631905851011,1,1,234000,13646166,3,0.02,0.70459,-0.03,0.0,0.99,0.0,NZDUSD,python Split,
42,11432837,13654086,2021-09-17 19:17:56,1631906276017,1,0,9986989,13654086,3,0.16,0.897,-0.2,0.0,0.0,0.0,NZDCAD,Python AADI M15,
43,11434127,13655379,2021-09-17 19:33:17,1631907197361,1,0,9986989,13655379,3,0.16,0.89691,-0.2,0.0,0.0,0.0,NZDCAD,Python AADI M15,
44,11434971,13656246,2021-09-17 19:48:39,1631908119991,1,0,9986989,13656246,3,0.16,0.89685,-0.2,0.0,0.0,0.0,NZDCAD,Python AADI M15,
45,11436128,13657412,2021-09-17 20:00:55,1631908855263,1,1,9986989,13646166,4,0.02,0.70401,-0.03,0.0,0.0,0.0,NZDUSD,[sl 0.70401],
46,11438684,13660033,2021-09-17 20:47:59,1631911679245,1,1,9986989,13644522,4,0.02,0.70362,-0.03,0.0,0.0,0.0,NZDUSD,[sl 0.70362],
47,11438716,13660064,2021-09-17 20:48:33,1631911713745,1,1,9986989,13644221,4,0.02,0.70355,-0.03,0.0,0.0,0.0,NZDUSD,[sl 0.70355],
48,11438775,13660117,2021-09-17 20:49:11,1631911751705,1,1,9986989,13645163,4,0.02,0.72674,-0.03,0.0,0.0,0.0,AUDUSD,[sl 0.72674],
49,11439068,13660411,2021-09-17 20:53:28,1631912008330,1,1,9986989,13645253,4,0.02,0.70341,-0.03,0.0,0.0,0.0,NZDUSD,[sl 0.70341],
50,11443297,13664714,2021-09-17 22:29:01,1631917741965,0,1,234000,13644509,3,0.04,0.89722,-0.05,0.0,-0.78,0.0,NZDCAD,python script cl,
51,11443300,13664717,2021-09-17 22:29:02,1631917742787,0,1,234000,13644788,3,0.04,0.89724,-0.05,0.0,0.27,0.0,NZDCAD,python script cl,
52,11443303,13664720,2021-09-17 22:29:03,1631917743743,0,1,234000,13645232,3,0.04,0.89723,-0.05,0.0,0.72,0.0,NZDCAD,python script cl,
53,11443310,13664727,2021-09-17 22:29:05,1631917745668,0,1,234000,13646805,3,0.02,0.89724,-0.03,0.0,0.67,0.0,NZDCAD,python script cl,
54,11443316,13664733,2021-09-17 22:29:06,1631917746964,0,1,234000,13647527,3,0.04,0.89723,-0.05,0.0,0.32,0.0,NZDCAD,python script cl,
55,11443319,13664736,2021-09-17 22:29:08,1631917748016,0,1,234000,13647964,3,0.04,0.89724,-0.05,0.0,0.08,0.0,NZDCAD,python script cl,
56,11443321,13664738,2021-09-17 22:29:08,1631917748573,0,1,234000,13648351,3,0.04,0.89723,-0.05,0.0,0.11,0.0,NZDCAD,python script cl,
57,11443324,13664741,2021-09-17 22:29:09,1631917749412,0,1,234000,13648768,3,0.04,0.89723,-0.05,0.0,0.37,0.0,NZDCAD,python script cl,
58,11443343,13664760,2021-09-17 22:29:14,1631917754216,0,1,234000,13652858,3,0.16,0.89717,-0.2,0.0,-2.68,0.0,NZDCAD,python script cl,
59,11443348,13664765,2021-09-17 22:29:15,1631917755811,0,1,234000,13654086,3,0.16,0.89715,-0.2,0.0,-1.6099999999999999,0.0,NZDCAD,python script cl,
60,11443351,13664768,2021-09-17 22:29:16,1631917756583,0,1,234000,13655379,3,0.16,0.89715,-0.2,0.0,-2.57,0.0,NZDCAD,python script cl,
61,11443354,13664771,2021-09-17 22:29:17,1631917757139,0,1,234000,13656246,3,0.16,0.89718,-0.2,0.0,-3.5300000000000002,0.0,NZDCAD,python script cl,
62,11477813,13700722,2021-09-20 08:45:17,1632127517768,0,0,9986989,13700722,3,0.04,0.72405,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
63,11477814,13700723,2021-09-20 08:45:18,1632127518933,0,0,9986989,13700723,3,0.04,1.03051,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
64,11477815,13700724,2021-09-20 08:45:19,1632127519962,0,0,9986989,13700724,3,0.04,0.92586,-0.05,0.0,0.0,0.0,AUDCAD,Python AADI M3,
65,11477829,13700741,2021-09-20 08:45:40,1632127540238,1,0,9986989,13700741,3,0.04,0.89825,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
66,11477831,13700744,2021-09-20 08:45:44,1632127544579,0,0,9986989,13700744,3,0.04,0.70255,-0.05,0.0,0.0,0.0,NZDUSD,Python AADI M3,
67,11477978,13700906,2021-09-20 08:47:49,1632127669510,0,0,9986989,13700906,3,0.04,0.72414,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
68,11477979,13700907,2021-09-20 08:47:50,1632127670744,0,0,9986989,13700907,3,0.04,1.0305,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
69,11477980,13700908,2021-09-20 08:47:51,1632127671762,0,0,9986989,13700908,3,0.04,0.92592,-0.05,0.0,0.0,0.0,AUDCAD,Python AADI M3,
70,11478006,13700936,2021-09-20 08:48:12,1632127692236,1,0,9986989,13700936,3,0.04,0.89839,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
71,11478052,13700983,2021-09-20 08:48:16,1632127696361,0,0,9986989,13700983,3,0.04,0.70265,-0.05,0.0,0.0,0.0,NZDUSD,Python AADI M3,
72,11478199,13701134,2021-09-20 08:50:21,1632127821718,0,0,9986989,13701134,3,0.04,0.72405,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
73,11478201,13701136,2021-09-20 08:50:22,1632127822984,0,0,9986989,13701136,3,0.04,1.03041,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
74,11478202,13701138,2021-09-20 08:50:24,1632127824254,0,0,9986989,13701138,3,0.04,0.92589,-0.05,0.0,0.0,0.0,AUDCAD,Python AADI M3,
75,11478220,13701156,2021-09-20 08:50:48,1632127848642,0,0,9986989,13701156,3,0.04,0.70266,-0.05,0.0,0.0,0.0,NZDUSD,Python AADI M3,
76,11478321,13701271,2021-09-20 08:52:55,1632127975085,0,0,9986989,13701271,3,0.04,0.72404,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
77,11478324,13701274,2021-09-20 08:52:57,1632127977085,0,0,9986989,13701274,3,0.04,0.92591,-0.05,0.0,0.0,0.0,AUDCAD,Python AADI M3,
78,11478422,13701391,2021-09-20 08:55:28,1632128128942,0,0,9986989,13701391,3,0.04,0.72398,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
79,11478423,13701392,2021-09-20 08:55:30,1632128130252,0,0,9986989,13701392,3,0.04,1.0303,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
80,11478441,13701413,2021-09-20 08:56:01,1632128161771,0,0,9986989,13701413,3,0.04,0.70273,-0.05,0.0,0.0,0.0,NZDUSD,Python AADI M3,
81,11478538,13701520,2021-09-20 08:58:08,1632128288650,0,0,9986989,13701520,3,0.04,0.72426,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
82,11478540,13701522,2021-09-20 08:58:10,1632128290224,0,0,9986989,13701522,3,0.04,1.03034,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
83,11478556,13701540,2021-09-20 08:58:33,1632128313500,1,0,9986989,13701540,3,0.04,0.89843,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
84,11478853,13701796,2021-09-20 09:00:44,1632128444703,0,0,9986989,13701796,3,0.04,0.72402,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
85,11478856,13701799,2021-09-20 09:00:46,1632128446012,0,0,9986989,13701799,3,0.04,1.03026,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
86,11479118,13702092,2021-09-20 09:03:19,1632128599466,0,0,9986989,13702092,3,0.04,0.72386,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
87,11479119,13702093,2021-09-20 09:03:20,1632128600679,0,0,9986989,13702093,3,0.04,1.03016,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
88,11479255,13702259,2021-09-20 09:05:51,1632128751569,0,0,9986989,13702259,3,0.04,0.72395,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
89,11479256,13702260,2021-09-20 09:05:52,1632128752856,0,0,9986989,13702260,3,0.04,1.03035,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
90,11479697,13702680,2021-09-20 09:08:21,1632128901431,0,0,9986989,13702680,3,0.04,0.72378,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
91,11479702,13702685,2021-09-20 09:08:22,1632128902796,0,0,9986989,13702685,3,0.04,1.03029,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
92,11479893,13702888,2021-09-20 09:10:58,1632129058696,0,0,9986989,13702888,3,0.04,0.72379,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
93,11479904,13702899,2021-09-20 09:11:00,1632129060324,0,0,9986989,13702899,3,0.04,1.03021,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
94,11480105,13703130,2021-09-20 09:13:30,1632129210883,0,0,9986989,13703130,3,0.04,0.72377,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
95,11480108,13703133,2021-09-20 09:13:32,1632129212156,0,0,9986989,13703133,3,0.04,1.03012,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
96,11480390,13703424,2021-09-20 09:16:06,1632129366355,0,0,9986989,13703424,3,0.04,1.0303,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
97,11480434,13703461,2021-09-20 09:16:27,1632129387589,1,0,9986989,13703461,3,0.04,0.89863,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
98,11480756,13703760,2021-09-20 09:18:37,1632129517056,0,0,9986989,13703760,3,0.04,1.0302,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
99,11481033,13704059,2021-09-20 09:21:07,1632129667880,0,0,9986989,13704059,3,0.04,1.03022,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
100,11481048,13704077,2021-09-20 09:21:29,1632129689648,1,0,9986989,13704077,3,0.04,0.8989,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
101,11481200,13704237,2021-09-20 09:23:39,1632129819190,0,0,9986989,13704237,3,0.04,1.03022,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
102,11481243,13704282,2021-09-20 09:24:04,1632129844366,1,0,9986989,13704282,3,0.04,0.89889,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
103,11481396,13704453,2021-09-20 09:26:15,1632129975386,0,0,9986989,13704453,3,0.04,0.72369,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
104,11481399,13704456,2021-09-20 09:26:17,1632129977248,0,0,9986989,13704456,3,0.04,1.03027,-0.05,0.0,0.0,0.0,AUDNZD,Python AADI M3,
105,11481437,13704494,2021-09-20 09:26:40,1632130000750,1,0,9986989,13704494,3,0.04,0.89918,-0.05,0.0,0.0,0.0,NZDCAD,Python AADI M3,
106,11481543,13704616,2021-09-20 09:28:49,1632130129681,0,0,9986989,13704616,3,0.04,109.849,-0.05,0.0,0.0,0.0,USDJPY,Python AADI M3,
107,11481740,13704817,2021-09-20 09:31:32,1632130292001,0,0,9986989,13704817,3,0.04,0.72324,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
108,11482045,13705144,2021-09-20 09:34:10,1632130450440,0,0,9986989,13705144,3,0.04,0.72329,-0.05,0.0,0.0,0.0,AUDUSD,Python AADI M3,
109,11483348,13706412,2021-09-20 09:43:23,1632131003743,1,1,234000,13700724,3,0.02,0.92658,-0.03,0.0,0.96,0.0,AUDCAD,python Split,
110,11483361,13706425,2021-09-20 09:43:31,1632131011616,1,1,234000,13701138,3,0.02,0.92665,-0.03,0.0,1.01,0.0,AUDCAD,python Split,
111,11483367,13706432,2021-09-20 09:43:39,1632131019324,1,1,234000,13701274,3,0.02,0.92666,-0.03,0.0,1.0,0.0,AUDCAD,python Split,
112,11483482,13706546,2021-09-20 09:44:34,1632131074534,0,0,9986989,13706546,3,0.16,1.03082,-0.2,0.0,0.0,0.0,AUDNZD,Python AADI M15,
113,11483811,13706903,2021-09-20 09:48:15,1632131295915,1,1,234000,13700908,3,0.02,0.92667,-0.03,0.0,1.0,0.0,AUDCAD,python Split,
114,11483863,13706956,2021-09-20 09:48:30,1632131310835,0,0,9986989,13706956,3,0.02,4388.8,0.0,0.0,0.0,0.0,US500.cash,Scalp CFD,
115,11484051,13707157,2021-09-20 09:50:45,1632131445665,0,0,9986989,13707157,3,0.02,4390.03,0.0,0.0,0.0,0.0,US500.cash,Scalp CFD,
116,11485073,13708241,2021-09-20 10:00:02,1632132002349,0,0,9986989,13708241,3,0.16,0.7233,-0.2,0.0,0.0,0.0,AUDUSD,Python AADI M15,
117,11485107,13708264,2021-09-20 10:00:05,1632132005027,0,0,9986989,13708264,3,0.16,1.03064,-0.2,0.0,0.0,0.0,AUDNZD,Python AADI M15,
118,11485266,13708412,2021-09-20 10:00:28,1632132028877,1,0,9986989,13708412,3,0.16,0.89897,-0.2,0.0,0.0,0.0,NZDCAD,Python AADI M15,
119,11486240,13709419,2021-09-20 10:06:32,1632132392119,1,1,234000,13704817,3,0.02,0.72383,-0.03,0.0,1.01,0.0,AUDUSD,python Split,
120,11486258,13709441,2021-09-20 10:06:42,1632132402450,1,1,234000,13705144,3,0.02,0.72389,-0.03,0.0,1.02,0.0,AUDUSD,python Split,
121,11486382,13709570,2021-09-20 10:07:46,1632132466711,1,1,234000,13703133,3,0.02,1.03095,-0.03,0.0,0.99,0.0,AUDNZD,python Split,
122,11486560,13709744,2021-09-20 10:08:51,1632132531445,1,1,234000,13702093,3,0.02,1.03102,-0.03,0.0,1.03,0.0,AUDNZD,python Split,
123,11487070,13710241,2021-09-20 10:11:34,1632132694043,1,1,234000,13702899,3,0.02,1.03105,-0.03,0.0,1.01,0.0,AUDNZD,python Split,
124,11487071,13710242,2021-09-20 10:11:34,1632132694292,1,1,234000,13703760,3,0.02,1.03105,-0.03,0.0,1.02,0.0,AUDNZD,python Split,
125,11487072,13710243,2021-09-20 10:11:34,1632132694659,1,1,234000,13704059,3,0.02,1.03105,-0.03,0.0,0.99,0.0,AUDNZD,python Split,
126,11487074,13710244,2021-09-20 10:11:34,1632132694968,1,1,234000,13704237,3,0.02,1.03105,-0.03,0.0,0.99,0.0,AUDNZD,python Split,
127,11487177,13710346,2021-09-20 10:12:26,1632132746224,1,1,234000,13701799,3,0.02,1.03109,-0.03,0.0,0.99,0.0,AUDNZD,python Split,
128,11487206,13710372,2021-09-20 10:12:40,1632132760524,1,1,9986989,13705144,4,0.02,0.72329,-0.03,0.0,0.0,0.0,AUDUSD,[sl 0.72329],
129,11487209,13710375,2021-09-20 10:12:41,1632132761262,1,1,9986989,13704817,4,0.02,0.72324,-0.03,0.0,0.0,0.0,AUDUSD,[sl 0.72324],
130,11487395,13710555,2021-09-20 10:13:26,1632132806873,1,1,234000,13704456,3,0.02,1.03109,-0.03,0.0,0.98,0.0,AUDNZD,python Split,
131,11487434,13710593,2021-09-20 10:13:40,1632132820024,1,1,234000,13701392,3,0.02,1.03111,-0.03,0.0,0.97,0.0,AUDNZD,python Split,
132,11487439,13710598,2021-09-20 10:13:40,1632132820436,1,1,234000,13702685,3,0.02,1.03112,-0.03,0.0,0.99,0.0,AUDNZD,python Split,
133,11487441,13710600,2021-09-20 10:13:40,1632132820734,1,1,234000,13703424,3,0.02,1.03112,-0.03,0.0,0.98,0.0,AUDNZD,python Split,
134,11487629,13710788,2021-09-20 10:14:38,1632132878881,1,1,234000,13701522,3,0.02,1.03117,-0.03,0.0,0.99,0.0,AUDNZD,python Split,
135,11487635,13710794,2021-09-20 10:14:41,1632132881969,1,1,234000,13702260,3,0.02,1.03115,-0.03,0.0,0.96,0.0,AUDNZD,python Split,
136,11487639,13710798,2021-09-20 10:14:48,1632132888090,0,1,234000,13704494,3,0.02,0.89847,-0.03,0.0,0.95,0.0,NZDCAD,python Split,
137,11487744,13710911,2021-09-20 10:15:42,1632132942940,0,0,9986989,13710911,3,0.16,0.72346,-0.2,0.0,0.0,0.0,AUDUSD,Python AADI M15,
138,11488778,13711997,2021-09-20 10:22:42,1632133362438,0,0,9986989,13711997,3,0.02,73.875,0.0,0.0,0.0,0.0,UKOIL.cash,Scalp CFD,
139,11488935,13712163,2021-09-20 10:24:57,1632133497351,0,0,9986989,13712163,3,0.02,73.895,0.0,0.0,0.0,0.0,UKOIL.cash,Scalp CFD,
140,11489200,13712424,2021-09-20 10:26:03,1632133563483,0,0,9986989,13712424,3,0.04,109.743,-0.05,0.0,0.0,0.0,USDJPY,Python AADI M3,
141,11489315,13712544,2021-09-20 10:27:15,1632133635161,0,0,9986989,13712544,3,0.02,73.729,0.0,0.0,0.0,0.0,UKOIL.cash,Scalp CFD,
142,11489481,13712718,2021-09-20 10:28:59,1632133739364,0,0,9986989,13712718,3,0.04,109.746,-0.05,0.0,0.0,0.0,USDJPY,Python AADI M3,
143,11489540,13712782,2021-09-20 10:29:37,1632133777451,0,0,9986989,13712782,3,0.02,73.805,0.0,0.0,0.0,0.0,UKOIL.cash,Scalp CFD,
144,11489794,13713024,2021-09-20 10:31:13,1632133873304,0,0,9986989,13713024,3,0.16,0.72322,-0.21,0.0,0.0,0.0,AUDUSD,Python AADI M15,
145,11489832,13713066,2021-09-20 10:31:28,1632133888335,1,1,234000,13712544,3,0.01,73.867,0.0,0.0,0.12,0.0,UKOIL.cash,python Split,
146,11489843,13713077,2021-09-20 10:31:32,1632133892069,1,0,9986989,13713077,3,0.16,0.89865,-0.2,0.0,0.0,0.0,NZDCAD,Python AADI M15,
147,11489850,13713084,2021-09-20 10:31:35,1632133895892,0,0,9986989,13713084,3,0.16,0.70164,-0.2,0.0,0.0,0.0,NZDUSD,Python AADI M15,
148,11489890,13713123,2021-09-20 10:31:57,1632133917284,0,0,9986989,13713123,3,0.02,73.913,0.0,0.0,0.0,0.0,UKOIL.cash,Scalp CFD,
149,11489953,13713186,2021-09-20 10:32:18,1632133938473,1,1,234000,13712782,3,0.01,73.953,0.0,0.0,0.13,0.0,UKOIL.cash,python Split,
150,11490200,13713446,2021-09-20 10:34:05,1632134045397,1,1,234000,13711997,3,0.01,74.029,0.0,0.0,0.13,0.0,UKOIL.cash,python Split,
151,11490234,13713478,2021-09-20 10:34:19,1632134059588,1,1,234000,13712163,3,0.01,74.051,0.0,0.0,0.14,0.0,UKOIL.cash,python Split,
152,11490311,13713556,2021-09-20 10:34:44,1632134084997,1,1,9986989,13702260,4,0.02,1.03035,-0.03,0.0,0.0,0.0,AUDNZD,[sl 1.03035],
153,11490346,13713588,2021-09-20 10:34:50,1632134090759,1,1,9986989,13701522,4,0.02,1.03034,-0.03,0.0,0.0,0.0,AUDNZD,[sl 1.03034],
154,11490492,13713733,2021-09-20 10:35:20,1632134120640,1,1,9986989,13703424,4,0.02,1.0303,-0.03,0.0,0.0,0.0,AUDNZD,[sl 1.03030],
155,11490493,13713732,2021-09-20 10:35:20,1632134120669,1,1,9986989,13701392,4,0.02,1.0303,-0.03,0.0,0.0,0.0,AUDNZD,[sl 1.03030],
156,11490498,13713740,2021-09-20 10:35:20,1632134120852,1,1,9986989,13704456,4,0.02,1.03024,-0.03,0.0,-0.04,0.0,AUDNZD,[sl 1.03027],
157,11490499,13713739,2021-09-20 10:35:20,1632134120878,1,1,9986989,13702685,4,0.02,1.03024,-0.03,0.0,-0.06,0.0,AUDNZD,[sl 1.03029],
158,11490500,13713738,2021-09-20 10:35:20,1632134120884,1,1,9986989,13701799,4,0.02,1.03024,-0.03,0.0,-0.02,0.0,AUDNZD,[sl 1.03026],
159,11490504,13713746,2021-09-20 10:35:21,1632134121772,1,1,9986989,13704059,4,0.02,1.03022,-0.03,0.0,0.0,0.0,AUDNZD,[sl 1.03022],
160,11490505,13713745,2021-09-20 10:35:21,1632134121786,0,1,9986989,13704494,4,0.02,0.8992,-0.03,0.0,-0.03,0.0,NZDCAD,[sl 0.89918],
161,11490506,13713747,2021-09-20 10:35:21,1632134121813,1,1,9986989,13704237,4,0.02,1.03022,-0.03,0.0,0.0,0.0,AUDNZD,[sl 1.03022],
162,11490509,13713751,2021-09-20 10:35:22,1632134122396,1,1,9986989,13703760,4,0.02,1.0302,-0.03,0.0,0.0,0.0,AUDNZD,[sl 1.03020],
163,11490510,13713750,2021-09-20 10:35:22,1632134122396,1,1,9986989,13702899,4,0.02,1.0302,-0.03,0.0,-0.01,0.0,AUDNZD,[sl 1.03021],
164,11490527,13713769,2021-09-20 10:35:31,1632134131361,1,1,234000,13713123,3,0.01,74.086,0.0,0.0,0.15,0.0,UKOIL.cash,python Split,
165,11490542,13713787,2021-09-20 10:35:37,1632134137791,1,1,9986989,13702093,4,0.02,1.03015,-0.03,0.0,-0.01,0.0,AUDNZD,[sl 1.03016],
